date,Songs,First Line of Song,Music leader,CCLI# or Ref,Reported,,,,,,,,,,,,,,,,,,,,,
24/08/25,"Come, Now Is The Time To Worship","Come, now is the time to worship",Sue,2430948,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
24/08/25,How Great (Psalm 145),I'll bless Your name O God each day that I awake,Sue,7190356,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
24/08/25,I Give You My Heart,This is my desire,Sue,1866132,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
24/08/25,Refiner's Fire,Purify my heart,Sue,426298,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
24/08/25,Hope of the Nations,Jesus hope of the nations,Sue,3540703,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
24/08/25,Yet Not I But Through Christ In Me,What gift of grace is Jesus my redeemer,Sue,7121852,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
31/08/25,Thanksgiving (what shall we do),Enter in his courts with praise,Richard,7199589,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
31/08/25,How great thou Art,O Lord my God when I in awesome wonder,Richard,4473013,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
31/08/25,What does it mean?,"God loves me, God loves you",Richard,Richard Heywood music,,,,,,,,,,,,,,,,,,,,,,
31/08/25,Living Hope,How great the chasm that lay between us,Richard,7106807,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
31/08/25,Build Your Kingdom Here,Come set Your rule and reign,Richard,6186078,reported 4/9/25,,,,,,,,,,,,,,,,,,,,,
7/9/25,Blessed be the name,Blessed be your name,Ben,3798438,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
7/9/25,Everlasting God,Strength will rise as we wait upon the Lord,Ben,4556538,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
7/9/25,Always Enough (You are God),"You are good, you are gracious",Ben,By Richard and Jo Heywood,,,,,,,,,,,,,,,,,,,,,,
7/9/25,Story Of The Cross,This is the story of the cross,Ben,7134315,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
7/9/25,Be Thou My Vision,"Be Thou my vision, O Lord of my heart",Ben,30639,public domain,,,,,,,,,,,,,,,,,,,,,
14/09/25,"10,000 Reasons","Bless the Lord, O my soul",Richard,6016351,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
14/09/25,Waymaker,You are here moving in our midst,Richard,7115744,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
14/09/25,God is Good,When I see my Lord's creation,Richard,By Richard and Jo Heywood,,,,,,,,,,,,,,,,,,,,,,
14/09/25,Crown Him With Many Crowns,Crown Him with many crowns,Richard,23938,public domain,,,,,,,,,,,,,,,,,,,,,
21/09/25,How Great is Our God,"The splendour of the King, clothed in majesty",Sue,4348399,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
21/09/25,Christus Victor,Now to the Lamb upon the throne,Sue,7245980,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
21/09/25,The river,To the river I am going,Sue,4316864,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
21/09/25,Be Thou My Vision,"Be Thou my vision, O Lord of my heart",Sue,30639,public domain,,,,,,,,,,,,,,,,,,,,,
21/09/25,Love Divine,Love divine all loves excelling,Sue,1038991,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
28/09/25,Come People Of The Risen King,Come people of the Risen King,Ben,5232617,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
28/09/25,Every Promise,From the breaking of the dawn,Ben,4642105,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
28/09/25,Is He Worthy?,Do you feel the world is broken?,Ben,7108951,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
28/09/25,Hymn of heaven,How I long to breathe the air of heaven,Ben,7168994,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
28/09/25,I Cannot Tell,I cannot tell why He whom angels worship,Ben,110119,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
5/10/25,Everlasting God,Strength will rise as we wait upon the Lord,Richard,4556538,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
5/10/25,Story Of The Cross,This is the story of the cross,Richard,7134315,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
5/10/25,Jesus Is The Mighty Mighty King,Jesus is the mighty mighty King,Richard,2599982,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
5/10/25,"10,000 Reasons","Bless the Lord, O my soul",Richard,6016351,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
5/10/25,How Great (Psalm 145),I'll bless Your name O God each day that I awake,Richard,7190356,reported 16/10/25,,,,,,,,,,,,,,,,,,,,,
5/10/25,And Can It Be,And can it be that I should gain,Richard,25280,public domain,,,,,,,,,,,,,,,,,,,,,
12/10/25,Rejoice,"Rejoice, come and lift your hands and raise your voice",Sue,7004663,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
12/10/25,Behold our God,Who has held the oceans in His hands?,Sue,5937510,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
12/10/25,Indescribable,From the highest of heights to the depths of the sea,Sue,4403076,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
12/10/25,Across The Lands,You're the Word of God the Father,Sue,3709898,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
19/10/25,Great Things,Come let us worship our King.,Ben,7111321,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
19/10/25,Forever,Give thanks to the Lord,Ben,3148428,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
19/10/25,I will offer up my life,I will offer up my life in spirit and truth,Ben,1083764,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
19/10/25,Great is thy faithfulness,"Great is thy faithfulness, O God my Father",Ben,18723,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
19/10/25,By Faith,By faith we see the hand of God,Ben,5469291,reported 30/10/25,,,,,,,,,,,,,,,,,,,,,
26/10/25,Forever,Give thanks to the Lord,Sue,3148428,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
26/10/25,How Great (Psalm 145),I'll bless Your name O God each day that I awake,Sue,7190356,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
26/10/25,Every Promise,From the breaking of the dawn,Sue,4642105,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
26/10/25,King Of Kings Majesty,King of Kings majesty,Sue,1581778,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
26/10/25,Tell Out My Soul,Tell out my soul the greatness of the Lord,Sue,2402653,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
2/11/25,Faithful One,Faithful one so unchanging,Richard,465840,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
2/11/25,Our God is a Great Big God,Our God is a great big God,Richard,3373437,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
2/11/25,God is Good,When I see my Lord's creation,Richard,By Richard and Jo Heywood,N/A,,,,,,,,,,,,,,,,,,,,,
2/11/25,In Christ Alone,In Christ alone my hope is found,Richard,3350395,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
2/11/25,I have decided to follow Jesus,I have decided to follow Jesus,Richard,?,public domain,,,,,,,,,,,,,,,,,,,,,
9/11/25,O Church Arise,"O Church arise, and put your armour on;",Sue,4611992,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
9/11/25,By Faith,By faith we see the hand of God,Sue,5469291,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
9/11/25,Speak O Lord,Speak O Lord as we come to You,Sue,4615235,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
9/11/25,Hear The Call Of The Kingdom,"Hear the call of the Kingdom, lift your eyes to the King.",Sue,4930752,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
9/11/25,Remembrance Hymn,O Lord we look upon the past,Sue,7120048,reported 14/11/25,,,,,,,,,,,,,,,,,,,,,
16/11/25,Rejoice the Lord is King,Rejoice the Lord is King,Ben,7125867,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
16/11/25,I Speak Jesus,I just want to speak the Name of Jesus,Ben,7136201,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
16/11/25,There Is A Redeemer,There is a Redeemer Jesus God's own Son,Ben,11483,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
16/11/25,At The Name Of Jesus (Camberwell),At the name of Jesus,Ben,38947,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
16/11/25,Our God reigns,How lovely on the mountains,Ben,8458,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
16/11/25,Crown Him With Many Crowns,Crown Him with many crowns,Ben,23938,public domain,,,,,,,,,,,,,,,,,,,,,
23/11/25,"Praise to the Lord, the Almighty","Praise to the Lord, the Almighty",Ben,43073,public domain,,,,,,,,,,,,,,,,,,,,,
23/11/25,The Servant King,From heav'n You came helpless babe,Ben,78897,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
23/11/25,Gratitude,All my words fall short,Ben,7158417,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
23/11/25,Behold our God,Who has held the oceans in His hands?,Ben,5937510,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
23/11/25,Christus Victor,Now to the Lamb upon the throne,Ben,7245980,reported 27/11/25,,,,,,,,,,,,,,,,,,,,,
30/11/25,O Come O Come Emmanuel,O come O come Emmanuel,Sue,31982,public domain,,,,,,,,,,,,,,,,,,,,,
30/11/25,Here I Am to Worship,Light of the world You stepped down into darkness,Sue,3266032,reported 4/12/25,,,,,,,,,,,,,,,,,,,,,
30/11/25,Immanuel,From the squalor of a borrowed stable,Sue,2733786,reported 4/12/25,,,,,,,,,,,,,,,,,,,,,
30/11/25,"Immanual, O Immanuel","Immanual, O Immanuel bowed in awe",Sue,30347,reported 4/12/25,,,,,,,,,,,,,,,,,,,,,
30/11/25,Lo He Comes With Clouds Descending,Lo He Comes With Clouds Descending,Sue,3351648,reported 4/12/25,,,,,,,,,,,,,,,,,,,,,
7/12/25,Mary did you know?,Mary did you know that your baby boy,Richard,839225,reported 12/12/25,,,,,,,,,,,,,,,,,,,,,
7/12/25,Joy To The World,Joy to the world the Lord is come,Richard,24016,public domain,,,,,,,,,,,,,,,,,,,,,
7/12/25,Noel,Love incarnate love divine,Richard,7050419,reported 12/12/25,,,,,,,,,,,,,,,,,,,,,
7/12/25,Follow the star,Come and follow the star,Richard,Written by Richard,N/A,,,,,,,,,,,,,,,,,,,,,
7/12/25,Hark The Herald Angels Sing (Mendelssohn),Hark the herald angels sing,Richard,27738,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,Once in Royal David's City,Once in Royal David's City,Richard,197156,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,Away In A Manger,Away in a manger,Richard,38583,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,While shepherds watched,While shepherds watched their flocks,Richard,32008,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,In the bleak midwinter,In the bleak midwinter,Richard,294736,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,Hark The Herald Angels Sing (Mendelssohn),Hark the herald angels sing,Richard,27738,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,We three kings,We three Kings of Orient are,Richard,38002,public domain,,,,,,,,,,,,,,,,,,,,,
8/12/25,O Come All Ye Faithful (Adeste Fideles),O come all ye faithful,Richard,4758525,public domain,,,,,,,,,,,,,,,,,,,,,
9/12/25,Calypso Carol,See Him lying on a bed of straw,Richard,626892,reported 12/12/25,,,,,,,,,,,,,,,,,,,,,
9/12/25,Silent Night,Silent night holy night,Richard,27862,public domain,,,,,,,,,,,,,,,,,,,,,
9/12/25,Away In A Manger,Away in a manger,Richard,38583,public domain,,,,,,,,,,,,,,,,,,,,,
9/12/25,Sing Christingle,,Richard,?,,,,,,,,,,,,,,,,,,,,,,
9/12/25,The Blessing,The Lord bless you,Richard,7147007,reported 12/12/25,,,,,,,,,,,,,,,,,,,,,
14/12/25,Lord I Lift Your Name On High,Lord I lift Your name on high,Richard,117947,reported 24/12/25,,,,,,,,,,,,,,,,,,,,,
14/12/25,O Come All Ye Faithful (Adeste Fideles),O come all ye faithful,Richard,4758525,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,Away In A Manger,Away in a manger,Richard,38583,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,Hope of the Nations,Jesus hope of the nations,Richard,3540703,reported 24/12/25,,,,,,,,,,,,,,,,,,,,,
14/12/25,Christus Victor,Now to the Lamb upon the throne,Richard,7245980,reported 24/12/25,,,,,,,,,,,,,,,,,,,,,
14/12/25,Joy To The World,Joy to the world the Lord is come,Richard,24016,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,O Little Town of Bethlehem,O Little Town of Bethlehem,Sue,1741697,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,Hark The Herald Angels Sing (Mendelssohn),Hark the herald angels sing,Sue,27738,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,Calypso Carol,See Him lying on a bed of straw,Sue,626892,reported 24/12/25,,,,,,,,,,,,,,,,,,,,,
14/12/25,The First Noel,The first Noel the angel did say,Sue,31047,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,God rest ye merry gentlemen,God rest ye merry gentlemen,Sue,7162476,reported 24/12/25,,,,,,,,,,,,,,,,,,,,,
14/12/25,O Come All Ye Faithful (Adeste Fideles),O come all ye faithful,Sue,4758525,public domain,,,,,,,,,,,,,,,,,,,,,
14/12/25,Joy To The World,Joy to the world the Lord is come,Sue,24016,public domain,,,,,,,,,,,,,,,,,,,,,
21/12/25,Silent Night,Silent night holy night,Ben,27862,public domain,,,,,,,,,,,,,,,,,,,,,
21/12/25,Little Donkey,Little Donkey,Ben,,public domain,,,,,,,,,,,,,,,,,,,,,
21/12/25,While shepherds watched,While shepherds watched their flocks,Ben,32008,public domain,,,,,,,,,,,,,,,,,,,,,
21/12/25,We three kings,We three Kings of Orient are,Ben,38002,public domain,,,,,,,,,,,,,,,,,,,,,
21/12/25,Calypso Carol,See Him lying on a bed of straw,Ben,626892,reported 24/12/25,,,,,,,,,,,,,,,,,,,,,
21/12/25,Joy To The World,Joy to the world the Lord is come,Ben,24016,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,Hark The Herald Angels Sing (Mendelssohn),Hark the herald angels sing,Richard,27738,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,Sing Christingle,,Richard,?,,,,,,,,,,,,,,,,,,,,,,
24/12/25,It was on a starry night,It was on a starry night,Richard,643909,reported 8/1/26,,,,,,,,,,,,,,,,,,,,,
24/12/25,Noel,Love incarnate love divine,Richard,7050419,reported 8/1/26,,,,,,,,,,,,,,,,,,,,,
24/12/25,Away In A Manger,Away in a manger,Richard,38583,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,O Come All Ye Faithful (Adeste Fideles),O come all ye faithful,Richard,4758525,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,Joy To The World,Joy to the world the Lord is come,Richard,24016,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,Once in Royal David's City,Once in Royal David's City,Sue,197156,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,While shepherds watched,While shepherds watched their flocks,Sue,32008,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,Silent Night,Silent night holy night,Sue,27862,public domain,,,,,,,,,,,,,,,,,,,,,
24/12/25,O Come All Ye Faithful (Adeste Fideles),O come all ye faithful,Sue,4758525,public domain,,,,,,,,,,,,,,,,,,,,,
25/12/25,Noel,Love incarnate love divine,Richard,7050419,reported 8/1/26,,,,,,,,,,,,,,,,,,,,,
25/12/25,O Come All Ye Faithful (Adeste Fideles),O come all ye faithful,Richard,4758525,public domain,,,,,,,,,,,,,,,,,,,,,
25/12/25,While shepherds watched,While shepherds watched their flocks,Richard,32008,public domain,,,,,,,,,,,,,,,,,,,,,
25/12/25,Angels from the realms of glory,Angels from the realms of glory,Richard,2402828,public domain,,,,,,,,,,,,,,,,,,,,,
28/12/25,Unto us a child is born,Unto us a child is born King of all creation,Sue,4790631,public domain,,,,,,,,,,,,,,,,,,,,,
28/12/25,Holy Child,Holy child how still you lie,Sue,2522038,reported 8/1/26,,,,,,,,,,,,,,,,,,,,,
28/12/25,In the bleak midwinter,In the bleak midwinter,Sue,294736,public domain,,,,,,,,,,,,,,,,,,,,,
28/12/25,Be Still,Be still for the presence of the Lord,Sue,120824,reported 8/1/26,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
